trial number,data_type,L1,Excerpt1,L2,Excerpt2,Stimulus1,Stimulus2,time_elapsed,timestamp,rt,response
56,trial,Ta,45,Ja,10,soundFiles/Tamil/normalized/common_voice_ta_19820023.wav,soundFiles/Japanese/normalized/common_voice_ja_19763931.wav,1061120,Tue Jun 22 2021 14:55:03 GMT+0100 (British Summer Time),3694.0,1
57,trial,Ge,1,Ja,21,soundFiles/German/normalized/common_voice_de_17304060.wav,soundFiles/Japanese/normalized/common_voice_ja_20074565.wav,1071905,Tue Jun 22 2021 14:55:14 GMT+0100 (British Summer Time),1941.2000000011176,7
58,trial,Du,46,Ja,9,soundFiles/Dutch/normalized/common_voice_nl_17695875.wav,soundFiles/Japanese/normalized/common_voice_ja_19712330.wav,1080687,Tue Jun 22 2021 14:55:23 GMT+0100 (British Summer Time),1948.9000000003725,1
59,trial,En,43,Ge,18,soundFiles/English/normalized/common_voice_en_34446.wav,soundFiles/German/normalized/common_voice_de_17693468.wav,1089705,Tue Jun 22 2021 14:55:32 GMT+0100 (British Summer Time),1159.3999999985099,1
60,trial,Ja,29,Ja,26,soundFiles/Japanese/normalized/common_voice_ja_21461702.wav,soundFiles/Japanese/normalized/common_voice_ja_20841639.wav,1193455,Tue Jun 22 2021 14:57:15 GMT+0100 (British Summer Time),2799.800000000745,7
61,trial,It,18,Du,37,soundFiles/Italian/normalized/common_voice_it_17419421.wav,soundFiles/Dutch/normalized/common_voice_nl_17695410.wav,1202439,Tue Jun 22 2021 14:57:24 GMT+0100 (British Summer Time),1843.5,1
62,trial,Ge,2,Sp,47,soundFiles/German/normalized/common_voice_de_17322711.wav,soundFiles/Spanish/normalized/common_voice_es_18461812.wav,1214629,Tue Jun 22 2021 14:57:37 GMT+0100 (British Summer Time),1581.0999999996275,1
63,trial,Du,14,Sp,35,soundFiles/Dutch/normalized/common_voice_nl_17694387.wav,soundFiles/Spanish/normalized/common_voice_es_18369836.wav,1224460,Tue Jun 22 2021 14:57:46 GMT+0100 (British Summer Time),2593.800000000745,7
64,trial,En,18,En,26,soundFiles/English/normalized/common_voice_en_22984.wav,soundFiles/English/normalized/common_voice_en_25381.wav,1235899,Tue Jun 22 2021 14:57:58 GMT+0100 (British Summer Time),1395.0999999996275,7
65,trial,Ge,28,Du,2,soundFiles/German/normalized/common_voice_de_18186262.wav,soundFiles/Dutch/normalized/common_voice_nl_17691514.wav,1247102,Tue Jun 22 2021 14:58:09 GMT+0100 (British Summer Time),3871.400000000373,7
